ID code:,985,,Test number:,1407,,Barometric press. (mmHg):,769,,t,Rf,VT,VE,VO2,VCO2,O2exp,CO2exp,VE/VO2,VE/VCO2,VO2/Kg,R,FeO2,FeCO2,HR,VO2/HR,Load1,Load2,Load3,Phase,Marker,FetO2,FetCO2,FiO2,FiCO2,Ti,Te,Ttot,Ti/Ttot,IV,PetO2,PetCO2,P(a-et)CO2,SpO2,VD(phys),VD/VT,Env. Temp.,Analyz. Temp.,Analyz. Press.,Env. Press.,Batteries,PaCO2,PaO2,PH,SaO2,HCO3-,Bias Flow,La-,Hb,Steady State,EEm,EEh,EEkc,EEbsa,EEkg,PROg,PROkc,FATg,FATkc,CHOg,CHOkc,PRO%,FAT%,CHO%,npRQ,t Rel,mark Speed,mark Dist.,ST I,ST II,ST III,ST aVR,ST aVL,ST aVF,ST V1,ST V2,ST V3,ST V4,ST V5,ST V6,S I,S II,S III,S aVR,S aVL,S aVF,S V1,S V2,S V3,S V4,S V5,S V6,P Syst,P Diast,Symptom,DP,Stage,RR,METS,Phase time,Qt,SV,Vt/FVC,Long,Lat,Alt,GPS Speed,GPS Dist.,predVO2,BR,O2 Cost,EEtot,IC,Step,LogVE,P(A-a)O2,User 1,User 2,User 3
,,,,,,LT:,--:--:--,,00:00:28,18.72659176,0.813800896,15.23971715,438.7058537,397.4620744,142.0582266,26.10689591,34.73789334,38.34256935,7.075900866,0.905987625,17.45614035,3.20802005,81,5.416121651,0,0,0,0,,16.96,3.54,20.83,0.09,1.922,1.282,3.204,0.599875156,0.936,122,25,0,0,0,0,21,0,621,769,0,0,0,0,0,0,0,0,0,,2.150407419,129.0244451,3096.586683,1857.438473,49.9449465,0,0,102.0700133,959.4581251,512.8023106,2153.769704,0,30.98437807,69.55302482,0.905987625,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.021685962,00:00:24,0,0,0,E 000°00.000,N 00°00.000,0,0,0,18,88,0,0.678925392,0,9,1.182976907,20.04733358,0,0,0
,,,,,,RC:,--:--:--,,00:00:32,18.21493625,0.80462269,14.65615101,417.0413919,382.0712497,140.6305057,25.80095573,35.14315676,38.35973269,6.726474062,0.916147071,17.47782003,3.206590621,81,5.148659159,0,0,0,0,,16.98,3.57,20.82,0.09,2.014,1.28,3.294,0.611414693,0.899,122,25,0,0,0,0,21,0,620,769,0,0,0,0,0,0,0,0,0,,2.049455639,122.9673383,2951.21612,1770.240243,47.60025999,0,0,86.54449978,813.518298,512.7523552,2153.559892,0,27.56552774,72.97194799,0.916147071,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.921849732,00:00:28,0,0,0,E 000°00.000,N 00°00.000,0,0,0,17,89,0,0.818920827,0,10,1.166019931,20.03770932,0,0,0
,,,,,,FEV1 (l):,0,,00:00:35,16.75977654,0.768929669,12.88708942,357.1713995,334.8503329,134.7156621,24.57719498,36.08096684,38.48611798,5.760829024,0.937506008,17.5198939,3.196286472,81,4.40952345,0,0,0,0,,17.13,3.52,20.79,0.09,2.342,1.238,3.58,0.654189944,0.799,123,25,0,0,0,0,21,0,620,769,0,0,0,0,0,0,0,0,0,,1.764674923,105.8804954,2541.131889,1524.257713,40.98599822,0,0,55.24105108,519.2658802,484.649485,2035.527837,0,20.43443248,80.10319517,0.937506008,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64595115,00:00:31,0,0,0,E 000°00.000,N 00°00.000,0,0,0,15,90,0,0.914274091,0,11,1.110154842,20.00883654,0,0,0
,,,,,,FEV1 (l):,0,,00:00:38,20.04008016,0.220276934,4.41436742,118.1444931,107.7913835,38.85440368,6.62870404,37.36414033,40.95287839,1.905556341,0.912369089,17.63888889,3.009259259,82,1.440786502,0,0,0,0,,16.95,3.61,20.78,0.09,2.128,0.866,2.994,0.710754843,0.241,122,26,0,0,0,0,21,0,620,769,0,0,0,0,0,0,0,0,0,,0.58004227,34.8025362,835.2608687,501.0180019,13.4719495,0,0,25.62194013,240.8462372,142.5961262,598.9037301,0,28.83485222,71.70259646,0.912369089,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544444669,00:00:34,0,0,0,E 000°00.000,N 00°00.000,0,0,0,5,96,0,0.972892021,0,12,0.644868478,19.99921228,0,0,0
,,,,,,FVC (l):,0,,00:00:41,18.11594203,0.387524236,7.020366598,217.8909377,195.8269422,66.49100053,13.15542802,32.21963553,35.84985049,3.514369963,0.898738352,17.15789474,3.394736842,82,2.657206557,0,0,0,0,,16.83,3.68,20.79,0.06,2.294,1.018,3.312,0.69263285,0.415,121,26,0,0,0,0,21,0,619,769,0,0,0,0,0,0,0,0,0,,1.066083563,63.96501377,1535.16033,920.841608,24.76065049,0,0,54.60371476,513.2749188,245.2701444,1030.134606,0,33.43461322,67.10273747,0.898738352,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.004105704,00:00:37,0,0,0,E 000°00.000,N 00°00.000,0,0,0,9,94,0,1.014045167,0,13,0.846359791,20.00883654,0,0,0
,,,,,,FVC (l):,0,,00:00:44,16.80672269,0.549672535,9.238193866,294.1451862,266.3285738,93.82165719,19.27423175,31.40691842,34.68720512,4.744277196,0.905432373,17.06864564,3.506493506,81,3.631422051,0,0,0,0,,16.06,4.39,20.8,0.06,2.248,1.322,3.57,0.629691877,0.51,115,31,0,0,0,0,21,0,619,769,0,0,0,0,0,0,0,0,0,,1.441611395,86.49668368,2075.920408,1245.207975,33.48258723,0,0,68.84047011,647.1004191,342.8514197,1439.975963,0,31.17173551,69.36566339,0.905432373,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35550777,00:00:40,0,0,0,E 000°00.000,N 00°00.000,0,0,0,12,93,0,1.076737541,0,14,0.965587072,20.0184608,0,0,0
,,,,,,MVV (l/min):,0,,00:00:47,17.75147929,0.685306018,12.16519558,391.9381755,352.7748443,116.7671712,24.16927473,31.03855746,34.48430572,6.321583476,0.900077783,17.03869048,3.526785714,81,4.838742907,0,0,0,0,,15.95,4.54,20.81,0.06,1.832,1.548,3.38,0.542011834,0.629,115,32,0,0,0,0,21,0,618,769,0,0,0,0,0,0,0,0,0,,1.918300724,115.0980434,2762.353042,1656.953718,44.55408133,0,0,96.92101796,911.0575688,444.3188722,1866.139263,0,32.98121402,67.55614633,0.900077783,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.806166707,00:00:43,0,0,0,E 000°00.000,N 00°00.000,0,0,0,16,90,0,1.160735344,0,15,1.085119096,20.02808506,0,0,0
,,,,,,MVV (l/min):,0,,00:00:50,18.61042184,0.75465246,14.04440062,447.11856,405.7123406,128.8008185,26.51481616,31.41090949,34.61664636,7.211589677,0.907393199,17.06756757,3.513513514,81,5.519982222,0,0,0,0,,15.96,4.58,20.8,0.06,1.55,1.674,3.224,0.480769231,0.702,115,33,0,0,0,0,21,0,618,769,0,0,0,0,0,0,0,0,0,,2.192421441,131.5452864,3157.086875,1893.728555,50.92075604,0,0,102.4720969,963.2377104,526.3847045,2210.815759,0,30.51033274,70.02708025,0.907393199,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.060454193,00:00:46,0,0,0,E 000°00.000,N 00°00.000,0,0,0,19,89,0,1.263503398,0,16,1.147503209,20.0184608,0,0,0
,,,,,,IC (l):,0,,00:00:53,19.84126984,0.734256448,14.56858031,448.1848909,414.1352767,126.1493369,25.39303548,32.50573726,35.17831281,7.228788563,0.924027751,17.18055556,3.458333333,81,5.533146801,0,0,0,0,,16.12,4.49,20.8,0.06,1.336,1.688,3.024,0.441798942,0.685,116,32,0,0,0,0,21,0,618,769,0,0,0,0,0,0,0,0,0,,2.20687241,132.4123446,3177.89627,1906.210741,51.25639146,0,0,84.26672007,792.1071686,572.1122167,2402.87131,0,24.92551994,75.61201203,0.924027751,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.065368161,00:00:49,0,0,0,E 000°00.000,N 00°00.000,0,0,0,19,89,0,1.373485744,0,17,1.163417232,20.0184608,0,0,0
,,,,,,IC (l):,0,,00:00:55,20.93510119,0.641454591,13.42891677,395.5867931,368.2942065,111.1582678,21.41581305,33.94682786,36.46247085,6.380432146,0.931007336,17.3290938,3.33863275,81,4.883787569,0,0,0,0,,16.18,4.46,20.8,0.06,1.246,1.62,2.866,0.434752268,0.602,116,32,0,0,0,0,21,0,618,769,0,0,0,0,0,0,0,0,0,,1.951293598,117.0776159,2809.862781,1685.451682,45.32036744,0,0,67.54453212,634.9186019,521.4403534,2190.049484,0,22.59607146,77.94151014,0.931007336,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.822980613,00:00:51,0,0,0,E 000°00.000,N 00°00.000,0,0,0,16,90,0,1.442788511,0,18,1.128040982,20.0184608,0,0,0
,,,,,,VO2max (ml/min):,0,,00:00:59,22.27171492,0.553751738,12.33300084,341.5717855,324.3963368,96.98303912,17.74453082,36.10661465,38.01831105,5.509222347,0.94971643,17.51381215,3.20441989,82,4.16550958,0,0,0,0,,16.3,4.36,20.79,0.06,1.246,1.448,2.694,0.46250928,0.598,117,31,0,0,0,0,21,0,617,769,0,0,0,0,0,0,0,0,0,,1.69276119,101.5656714,2437.576113,1462.141421,39.31574376,0,0,42.506747,399.5634218,488.3618747,2051.119874,0,16.39183366,84.14588011,0.94971643,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.574063528,00:00:55,0,0,0,E 000°00.000,N 00°00.000,0,0,0,14,90,0,1.564257004,0,19,1.091068761,20.00883654,0,0,0
,,,,,,VE/VCO2 slope (---),0,,00:01:01,22.77904328,0.430355862,9.803094814,256.5433738,247.69832,75.97514631,13.25740808,38.2122316,39.57675133,4.137796351,0.96552219,17.65402844,3.08056872,82,3.128577729,0,0,0,0,,16.37,4.27,20.76,0.06,1.394,1.24,2.634,0.529233106,0.439,118,30,0,0,0,0,21,0,617,769,0,0,0,0,0,0,0,0,0,,1.276393318,76.58359908,1838.006378,1102.499013,29.64526416,0,0,21.89040715,205.7698272,390.9813807,1642.121799,0,11.19527275,89.34255173,0.96552219,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.182227529,00:00:57,0,0,0,E 000°00.000,N 00°00.000,0,0,0,11,92,0,1.613742912,0,20,0.991363203,19.97996376,0,0,0
,,,,,,VO2/WR slope (mlO2/watt),0,,00:01:04,22.91825821,0.370187626,8.484055592,220.1579753,214.0030955,65.47119991,11.42176696,38.53621737,39.64454613,3.550935085,0.972043349,17.68595041,3.085399449,83,2.652505726,0,0,0,0,,16.32,4.29,20.77,0.07,1.486,1.132,2.618,0.567608862,0.363,117,30,0,0,0,0,21,0,618,769,0,0,0,0,0,0,0,0,0,,1.097139134,65.82834802,1579.880352,947.6662048,25.48194117,0,0,15.23261288,143.1865611,344.0932124,1445.191492,0,9.063126893,91.47474301,0.972043349,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.014552881,00:01:00,0,0,0,E 000°00.000,N 00°00.000,0,0,0,9,93,0,1.673081224,0,21,0.928603506,19.98958802,0,0,0
,,,,,,lowest VE/VCO2,0,,00:01:06,22.64150943,0.354890616,8.035259237,213.8755964,201.9599913,62.5137781,10.91186665,37.56978063,39.78639129,3.449606393,0.944287215,17.61494253,3.074712644,83,2.576814414,0,0,0,0,,16.28,4.27,20.76,0.07,1.572,1.078,2.65,0.593207547,0.373,117,30,0,0,0,0,21,0,619,769,0,0,0,0,0,0,0,0,0,,1.058488139,63.50928834,1524.22292,914.2809757,24.58424065,0,0,29.4893121,277.1995338,298.8616096,1255.21876,0,18.18628562,82.35138992,0.944287215,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985601827,00:01:02,0,0,0,E 000°00.000,N 00°00.000,0,0,0,9,94,0,1.709008345,0,22,0.904999893,19.97996376,0,0,0
,,,,,,OUES;ml/min/l/min,0,,00:01:09,22.71006813,0.31103919,7.063721187,187.1662888,170.2157694,54.9672535,9.178205595,37.74034968,41.49862972,3.018811109,0.909436045,17.67213115,2.950819672,82,2.282515717,0,0,0,0,,16.24,4.26,20.78,0.07,1.61,1.032,2.642,0.609386828,0.358,117,30,0,0,0,0,21,0,620,769,0,0,0,0,0,0,0,0,0,,0.918232645,55.09395867,1322.255008,793.1337227,21.32669368,0,0,41.94918514,394.3223403,222.6282933,935.0388319,0,29.82195854,70.71546912,0.909436045,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86251746,00:01:05,0,0,0,E 000°00.000,N 00°00.000,0,0,0,8,94,0,1.758426364,0,23,0.849033549,19.99921228,0,0,0
,,,,,,PaO2 @ rest (mmHg),0,,00:01:13,19.76284585,0.423217258,8.36397743,261.8791428,237.8625813,72.40584413,14.68512895,31.93831071,35.1630651,4.223857142,0.908291431,17.10843373,3.469879518,82,3.193648083,0,0,0,0,,16.07,4.38,20.78,0.07,1.758,1.278,3.036,0.579051383,0.401,116,31,0,0,0,0,21,0,621,769,0,0,0,0,0,0,0,0,0,,1.284401052,77.06406311,1849.537515,1109.415782,29.83125024,0,0,59.43620639,558.70034,309.7087973,1300.776949,0,30.20757003,70.32984941,0.908291431,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.206816326,00:01:09,0,0,0,E 000°00.000,N 00°00.000,0,0,0,11,93,0,1.831847488,0,24,0.922412852,19.99921228,0,0,0
,,,,,,PaCO2 @ rest (mmHg),0,,00:01:16,19.01140684,0.555791339,10.56637526,352.6553607,314.9120034,93.92363725,20.19205231,29.96232708,33.55342174,5.687989688,0.892973817,16.89908257,3.633027523,82,4.30067513,0,0,0,0,,15.89,4.53,20.8,0.07,1.652,1.504,3.156,0.523447402,0.45,114,32,0,0,0,0,21,0,622,769,0,0,0,0,0,0,0,0,0,,1.722936067,103.376164,2481.027936,1488.205309,40.01657962,0,0,93.40652351,878.021321,384.8422387,1616.337403,0,35.38941695,65.14789209,0.892973817,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.625139911,00:01:12,0,0,0,E 000°00.000,N 00°00.000,0,0,0,15,92,0,1.907030916,0,25,1.02392603,20.0184608,0,0,0
,,,,,,PaO2 @ peak (mmHg),0,,00:01:18,19.25545571,0.739355451,14.23662614,507.8933547,451.1244127,122.987955,28.45243734,28.03073914,31.55809292,8.191828302,0.888226649,16.63448276,3.848275862,82,6.193821399,0,0,0,0,,15.75,4.62,20.8,0.06,1.556,1.56,3.116,0.499358151,0.472,113,33,0,0,0,0,21,0,622,769,0,0,0,0,0,0,0,0,0,,2.478385673,148.7031404,3568.875369,2140.73336,57.56250594,0,0,140.4903092,1320.608907,539.8669344,2267.441124,0,37.00350308,63.53377157,0.888226649,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.340522372,00:01:14,0,0,0,E 000°00.000,N 00°00.000,0,0,0,21,89,0,1.977052945,0,26,1.15340708,20.0184608,0,0,0
,,,,,,PaCO2 @ peak (mmHg),0,,00:01:20,22.40477969,0.790345482,17.70751639,608.268795,545.7852256,132.4721007,29.67619809,29.11133456,32.44411092,9.810787017,0.897276385,16.76129032,3.75483871,82,7.417912135,0,0,0,0,,15.89,4.53,20.78,0.07,1.25,1.428,2.678,0.466766243,0.507,114,32,0,0,0,0,21,0,622,769,0,0,0,0,0,0,0,0,0,,2.975000638,178.5000383,4284.000919,2569.690094,69.09678901,0,0,154.6334759,1453.554674,679.3966432,2853.465901,0,33.92984039,66.60749975,0.897276385,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.803082005,00:01:16,0,0,0,E 000°00.000,N 00°00.000,0,0,0,26,86,0,2.067942716,0,27,1.248157653,19.99921228,0,0,0
,,,,,,User 1:,0,,00:01:24,21.15655853,0.735276248,15.55591498,535.4980303,481.7720972,123.089935,27.73857691,29.04943455,32.28894963,8.637065005,0.899671091,16.740638,3.772538141,82,6.530463784,0,0,0,0,,16.39,4.12,20.77,0.07,1.376,1.46,2.836,0.485190409,0.659,118,29,0,0,0,0,21,0,622,769,0,0,0,0,0,0,0,0,0,,2.620670137,157.2402082,3773.764997,2263.633159,60.86717737,0,0,132.9603694,1249.827472,605.7657455,2544.216131,0,33.11884744,67.41850998,0.899671091,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.467732859,00:01:20,0,0,0,E 000°00.000,N 00°00.000,0,0,0,22,88,0,2.254465076,0,28,1.191895561,19.98958802,0,0,0
